什么	shen me
更多的是	geng duo de shi
国家主席	guo jia zhu xi
比较合适	bi jiao he shi
长远利益	chang yuan li yi
得出结论	de chu jie lun
风情万种	feng qing wan zhong
绿野仙踪	lv ye xian zong
大专院校	da zhuan yuan xiao
告一段落	gao yi duan luo
预备党员	yu bei dang yuan
公开发行	gong kai fa xing
带给我们	dai gei wo men
广而告之	guang er gao zhi
归根到底	gui gen dao di
摇了摇头	yao le yao tou
通力合作	tong li he zuo
这就是说	zhe jiu shi shuo
财务人员	cai wu ren yuan
经久不衰	jing jiu bu shuai
曾经说过	ceng jing shuo guo
首当其冲	shou dang qi chong
大起大落	da qi da luo
亲眼目睹	qin yan mu du
石油价格	shi you jia ge
是什么人	shi shen me ren
相对应的	xiang dui ying de
感恩的心	gan en de xin
期货交易	qi huo jiao yi
这个概念	zhe ge gai nian
叫了一声	jiao le yi sheng
参加比赛	can jia bi sai
特种部队	te zhong bu dui
数一数二	shu yi shu er
当之无愧	dang zhi wu kui
匪夷所思	fei yi suo si
国务委员	guo wu wei yuan
还算不错	hai suan bu cuo
受益匪浅	shou yi fei qian
重新开始	chong xin kai shi
营养价值	ying yang jia zhi
大张旗鼓	da zhang qi gu
史无前例	shi wu qian li
思想汇报	si xiang hui bao
不幸的是	bu xing de shi
抽样调查	chou yang diao cha
从哪里来	cong na li lai
满头大汗	man tou da han
传统观念	chuan tong guan nian
覆盖范围	fu gai fan wei
黑色幽默	hei se you mo
这个女人	zhe ge nv ren
财务制度	cai wu zhi du
还记得我	hai ji de wo
若干问题	ruo gan wen ti
有意无意	you yi wu yi
深入了解	shen ru liao jie
亲身经历	qin shen jing li
举行婚礼	ju xing hun li
贫富差距	pin fu cha ju
文件系统	wen jian xi tong
质优价廉	zhi you jia lian
参赛选手	can sai xuan shou
引进技术	yin jin ji shu
国家赔偿	guo jia pei chang
龙头老大	long tou lao da
你想要的	ni xiang yao de
忍无可忍	ren wu ke ren
说不出话	shuo bu chu hua
恶性竞争	e xing jing zheng
分类广告	fen lei guang gao
暂行条例	zan xing tiao li
当今社会	dang jin she hui
派出机构	pai chu ji gou
吃了一惊	chi le yi jing
说不清楚	shuo bu qing chu
无一例外	wu yi li wai
一直没有	yi zhi mei you
付出代价	fu chu dai jia
半数以上	ban shu yi shang
补充说明	bu chong shuo ming
社会舆论	she hui yu lun
特约记者	te yue ji zhe
为什么他	wei shen me ta
无法解决	wu fa jie jue
顺其自然	shun qi zi ran
第十六章	di shi liu zhang
极其丰富	ji qi feng fu
纳米技术	na mi ji shu
去的地方	qu de di fang
无话可说	wu hua ke shuo
可供选择	ke gong xuan ze
忧患意识	you huan yi shi
人为什么	ren wei shen me
这应该是	zhe ying gai shi
大大超过	da da chao guo
导航系统	dao hang xi tong
千姿百态	qian zi bai tai
人的一生	ren de yi sheng
衣食住行	yi shi zhu xing
意义重大	yi yi zhong da
毫不逊色	hao bu xun se
长途汽车	chang tu qi che
纽约时报	niu yue shi bao
实木地板	shi mu di ban
教育文化	jiao yu wen hua
奇怪的是	qi guai de shi
这是什么	zhe shi shen me
限期整改	xian qi zheng gai
灰飞烟灭	hui fei yan mie
联合公报	lian he gong bao
难得一见	nan de yi jian
合资经营	he zi jing ying
长江流域	chang jiang liu yu
重大进展	zhong da jin zhan
百花齐放	bai hua qi fang
天涯海角	tian ya hai jiao
严重后果	yan zhong hou guo
深刻认识	shen ke ren shi
技术职称	ji shu zhi cheng
综合国力	zong he guo li
二十六日	er shi liu ri
取长补短	qu chang bu duan
应该怎么	ying gai zen me
从头到尾	cong tou dao wei
公开场合	gong kai chang he
精雕细琢	jing diao xi zhuo
虹桥机场	hong qiao ji chang
思考问题	si kao wen ti
统筹规划	tong chou gui hua
伟大旗帜	wei da qi zhi
第一句话	di yi ju hua
死者家属	si zhe jia shu
这个世界	zhe ge shi jie
重拳出击	zhong quan chu ji
红红火火	hong hong huo huo
是什么呢	shi shen me ne
和蔼可亲	he ai ke qin
短篇小说	duan pian xiao shuo
切合实际	qie he shi ji
无法忍受	wu fa ren shou
妥善解决	tuo shan jie jue
千万不能	qian wan bu nai
有价证券	you jia zheng quan
怎么搞的	zen me gao de
零售价格	ling shou jia ge
高级职称	gao ji zhi cheng
加以解决	jia yi jie jue
计划经济	ji hua jing ji
迫切需要	po qie xu yao
生儿育女	sheng er yu nv
红袖添香	hong xiu tian xiang
机组人员	ji zu ren yuan
束手无策	shu shou wu ce
已经没有	yi jing mei you
落下帷幕	luo xia wei mu
渐行渐远	jian xing jian yuan
留有余地	liu you yu di
迎刃而解	ying ren er jie
殖民主义	zhi min zhu yi
恶性肿瘤	e xing zhong liu
南斯拉夫	nan si la fu
你会不会	ni hui bu hui
还是没有	hai shi mei you
第一季度	di yi ji du
友好合作	you hao he zuo
各抒己见	ge shu ji jian
普通百姓	pu tong bai xing
想说什么	xiang shuo shen me
社会问题	she hui wen ti
每家每户	mei jia mei hu
屈指可数	qu zhi ke shu
独立思考	du li si kao
开始菜单	kai shi cai dan
模拟信号	mo ni shen hao
那个女孩	na ge nv hai
女生宿舍	nv sheng su she
消防人员	xiao fang ren yuan
输出功率	shu chu gong lv
摩天大楼	mo tian da lou
战略地位	zhan lve di wei
这个时代	zhe ge shi dai
美其名曰	mei qi ming yue
情况下的	qing kuang xia de
色即是空	se ji shi kong
履行合同	lv xing he tong
也很重要	ye hen zhong yao
参加高考	can jia gao kao
拉美国家	la mei guo jia
利大于弊	li da yu bi
气喘吁吁	qi chuan xu xu
迫切要求	po qie yao qiu
头等大事	tou deng da shi
土地改革	tu di gai ge
五光十色	wu guang shi se
行贿受贿	xing hui shou hui
著作权人	zhu zuo quan ren
见仁见智	jian ren jian zhi
做了什么	zuo le shen me
毫无意义	hao wu yi yi
强强联合	qiang qiang lian he
十月革命	shi yue ge ming
适得其反	shi de qi fan
所要求的	suo yao qiu de
若有所思	ruo you suo si
耐人寻味	nai ren xun wei
千变万化	qian bian wan hua
亲戚朋友	qin qi peng you
专家门诊	zhuan jia men zhen
还是可以	hai shi ke yi
克什米尔	ke shi mi er
欧美国家	ou mei guo jia
生活态度	sheng huo tai du
外科手术	wai ke shou shu
合同规定	he tong gui ding
究其原因	jiu qi yuan yin
双向选择	shuang xiang xuan ze
大吃一惊	da chi yi jing
是重要的	shi zhong yao de
心中有数	xin zhong you shu
怎么回事	zen me hui shi
知识分子	zhi shi fen zi
设计人员	she ji ren yuan
这个机会	zhe ge ji hui
这可不是	zhe ke bu shi
两全其美	liang quan qi mei
千奇百怪	qian qi bai guai
需要什么	xu yao shen me
特别强调	te bie qiang diao
大同小异	da tong xiao yi
物理学家	wu li xue jia
慎重考虑	shen zhong kao lv
为什么会	wei shen me hui
社会管理	she hui guan li
这个城市	zhe ge cheng shi
生产关系	sheng chan guan xi
解放运动	jie fang yun dong
空中客车	kong zhong ke che
用武之地	yong wu zhi di
电脑游戏	dian nao you xi
无法比拟	wu fa bi ni
解放初期	jie fang chu qi
你的生活	ni de sheng huo
天马行空	tian ma xing kong
一种方法	yi zhong fang fa
心力衰竭	xin li shuai jie
其实不然	qi shi bu ran
说什么好	shuo shen me hao
这个想法	zhe ge xiang fa
娱乐活动	yu le huo dong
边远地区	bian yuan di qu
动脉硬化	dong mai ying hua
生死存亡	sheng si cun wang
意味深长	yi wei shen chang
执行董事	zhi xing dong shi
顾名思义	gu ming si yi
劳资关系	lao zi guan xi
理性认识	li xing ren shi
千辛万苦	qian xin wan gu
若无其事	ruo wu qi shi
十面埋伏	shi mian mai fu
传统节日	chuan tong jie ri
那么多人	na me duo ren
伤亡事故	shang wang shi gu
扬长避短	yang chang bi duan
百事可乐	bai shi ke le
不堪重负	bu kan zhong fu
不算什么	bu suan shen me
觉得奇怪	jue de qi guai
重新审视	chong xin shen shi
没有能力	mei you nai li
是不行的	shi bu xing de
这个消息	zhe ge xiao xi
谈情说爱	tan qing shuo ai
一无所获	yi wu suo huo
大势所趋	da shi suo cu
亚历山大	ya li shan da
时间长了	shi jian chang le
看不到了	kan bu dao le
声势浩大	sheng shi hao da
我们大家	wo men da jia
如何进行	ru he jin xing
不可能的	bu ke nai de
意思是说	yi si shi shuo
大不相同	da bu xiang tong
悄无声息	qiao wu sheng xi
若隐若现	ruo yin ruo xian
无所事事	wu suo shi shi
风起云涌	feng qi yun yong
红色警戒	hong se jing jie
几乎都是	ji hu dou shi
名不虚传	ming bu xu chuan
面红耳赤	mian hong er chi
不厌其烦	bu ya qi fan
见缝插针	jian feng cha zhen
上涨幅度	shang zhang fu du
皱着眉头	zhou zhe mei tou
这并不是	zhe bing bu shi
无照经营	wu zhao jing ying
得不偿失	de bu chang shi
不合时宜	bu he shi yi
繁体中文	fan ben zhong wen
模棱两可	mo leng liang ke
目不转睛	mu bu zhuan jing
浦东新区	pu dong xin qu
私立学校	si li xue xiao
世纪中叶	shi ji zhong ye
参考答案	can kao da an
还以为是	hai yi wei shi
北大清华	bei da qing hua
卡斯特罗	ka si te luo
为了不让	wei le bu rang
另行安排	ling xing an pai
大江南北	da jiang nan bei
内在联系	na zai lian xi
说不过去	shuo bu guo qu
相差无几	xiang cha wu ji
实话实说	shi hua shi shuo
大学生们	da xue sheng men
气急败坏	qi ji bai huai
哪里去了	na li qu le
一觉醒来	yi jiao xing lai
清晰可见	qing xi ke jian
上面写着	shang mian xie zhe
饮水思源	yin shui si yuan
比较好的	bi jiao hao de
巨大成就	ju da cheng jiu
一蹴而就	yi cu er jiu
一无是处	yi wu shi chu
不计其数	bu ji qi shu
长久以来	chang jiu yi lai
行政权力	xing zheng quan li
方兴未艾	fang xing wei ai
脸色苍白	lian se cang bai
二期工程	er qi gong cheng
看什么看	kan shen me kan
已经过了	yi jing guo le
人见人爱	ren jian ren ai
破口大骂	po kou da ma
千万富翁	qian wan fu weng
无可替代	wu ke ti dai
育龄妇女	yu ling fu nv
思想建设	si xiang jian she
反复强调	fan fu qiang diao
开口说话	kai kou shuo hua
令人费解	ling ren fei jie
无论如何	wu lun ru he
重新认识	chong xin ren shi
就意味着	jiu yi wei zhe
一般来讲	yi ban lai jiang
投资组合	tou zi zu he
应试教育	ying shi jiao yu
司空见惯	si kong jian guan
参差不齐	cen ci bu qi
资金周转	zi jin zhou zhuan
热血沸腾	re xue fei teng
无拘无束	wu gou wu shu
损失惨重	sun shi can zhong
提心吊胆	ti xin diao dan
中国石油	zhong guo shi you
别无选择	bie wu xuan ze
学术刊物	xue shu kan wu
同步进行	tong bu jin xing
从天而降	cong tian er jiang
见死不救	jian si bu jiu
百货公司	bai huo gong si
风光无限	feng guang wu xian
其余部分	qi yu bu fen
自我感觉	zi wo gan jue
地球物理	di qiu wu li
千差万别	qian cha wan bie
网络世界	wang luo shi jie
不大可能	bu da ke nai
融会贯通	rong hui guan tong
多种经营	duo zhong jing ying
南方航空	nan fang hang kong
社会财富	she hui cai fu
深思熟虑	shen si shu lv
愣了一下	leng le yi xia
第五十六	di wu shi liu
取得胜利	qu de sheng li
救援人员	jiu yuan ren yuan
大案要案	da an yao an
长江三峡	chang jiang san xia
朝鲜半岛	chao xian ban dao
具体说来	ju ben shuo lai
勤俭节约	qin jian jie yue
最高温度	zui gao wen du
曾经拥有	ceng jing yong you
办公用房	ban gong yong fang
生殖器官	sheng zhi qi guan
一脉相承	yi mai xiang cheng
重复使用	chong fu shi yong
助人为乐	chu ren wei le
毫无关系	hao wu guan xi
和平时期	he ping shi qi
人间烟火	ren jian yan huo
突发奇想	tu fa qi xiang
我还记得	wo hai ji de
非洲国家	fei zhou guo jia
不足为奇	bu zu wei qi
犯罪行为	fan zui xing wei
龙的传人	long de chuan ren
青山绿水	qing shan lv shui
日益严重	ri yi yan zhong
思想准备	si xiang zhun bei
极少数人	ji shao shu ren
没办法了	mei ban fa le
张家口市	zhang jia kou shi
感觉不到	gan jue bu dao
见多识广	jian duo shi guang
你为什么	ni wei shen me
心平气和	xin ping qi he
执行任务	zhi xing ren wu
患得患失	huan de huan shi
表现出色	biao xian chu se
硬着头皮	ying zhe tou pi
安然无恙	an ran wu yang
我们的爱	wo men de ai
不同寻常	bu tong xun chang
见不得人	jian bu de ren
无缘无故	wu yuan wu gu
师生员工	shi sheng yuan gong
这么多的	zhe me duo de
从无到有	cong wu dao you
有点意思	you dian yi si
系统资源	xi tong zi yuan
立足之地	li zu zhi di
天下无贼	tian xia wu zei
一票否决	yi piao fou jue
成吉思汗	cheng ji si han
城乡结合	cheng xiang jie he
光合作用	guang he zuo yong
日子过得	ri zi guo de
自娱自乐	zi yu zi le
隐隐约约	yin yin yue yue
品种繁多	pin zhong fan duo
精神家园	jing shen jia yuan
非法所得	fei fa suo de
轻重缓急	qing zhong huan ji
超级解霸	chao ji jie ba
流传下来	liu chuan xia lai
提起公诉	ti qi gong su
现在这样	xian zai zhe yang
大喝一声	da he yi sheng
古色古香	gu se gu xiang
邻里关系	lin li guan xi
美元汇率	mei yuan hui lv
过眼云烟	guo yan yun yan
得天独厚	de tian du hou
干什么啊	gan shen me a
没有人会	mei you ren hui
无精打采	wu jing da cai
公职人员	gong zhi ren yuan
革命战争	ge ming zhan zheng
亲眼看到	qin yan kan dao
适者生存	shi zhe sheng cun
京广铁路	jing guang tie lu
恰如其分	qia ru qi fen
身临其境	shen lin qi jing
什么叫做	shen me jiao zuo
你的看法	ni de kan fa
白手起家	bai shou qi jia
荡然无存	dang ran wu cun
盈利模式	ying li mo shi
择优录取	ze you lu qu
我一定会	wo yi ding hui
花花绿绿	hua hua lv lv
在哪里呢	zai na li ne
别的女人	bie de nv ren
百货商场	bai huo shang chang
别有一番	bie you yi fan
要干什么	yao gan shen me
语重心长	yu zhong xin chang
交易系统	jiao yi xi tong
出其不意	chu qi bu yi
恶意代码	e yi dai ma
天地之间	tian di zhi jian
一再强调	yi zai qiang diao
医务人员	yi wu ren yuan
以防万一	yi fang wan yi
合法利益	he fa li yi
越来越强	yue lai yue qiang
狼吞虎咽	lang tun hu yan
似水年华	si shui nian hua
畅通无阻	chang tong wu zu
到了晚上	dao le wan shang
各个国家	ge ge guo jia
价值连城	jia zhi lian cheng
两地分居	liang di fen ju
神经衰弱	shen jing shuai ruo
双边关系	shuang bian guan xi
无所顾忌	wu suo gu ji
辛亥革命	xin hai ge ming
现在大家	xian zai da jia
合不拢嘴	he bu long zui
我这个人	wo zhe ge ren
层层落实	ceng ceng luo shi
东西南北	dong xi nan bei
好大喜功	hao da xi gong
青岛大学	qing dao da xue
千丝万缕	qian si wan lv
不太了解	bu tai liao jie
为什么是	wei shen me shi
金融风暴	jin rong feng bao
水落石出	shui luo shi chu
现代社会	xian dai she hui
轩然大波	xuan ran da bo
大肠杆菌	da chang gan jun
佛罗伦萨	fo luo lun sa
顾全大局	gu quan da ju
俊男靓女	jun nan liang nv
空无一人	kong wu yi ren
敲诈勒索	qiao zha le suo
少先队员	shao xian dui yuan
天衣无缝	tian yi wu feng
善解人意	shan jie ren yi
既然这样	ji ran zhe yang
所爱的人	suo ai de ren
压缩文件	ya suo wen jian
不然的话	bu ran de hua
核糖核酸	he tang he suan
面色苍白	mian se cang bai
强烈不满	qiang lie bu man
如释重负	ru shi zhong fu
双管齐下	shuang guan qi xia
体育场馆	ben yu chang guan
住房问题	zhu fang wen ti
似曾相识	si ceng xiang shi
全世界都	quan shi jie dou
大众传媒	da zhong chuan mei
孩提时代	hai ti shi dai
虎头蛇尾	hu tou she wei
心肌梗塞	xin ji geng se
悬崖峭壁	xuan ya qiao bi
外交关系	wai jiao guan xi
解决之道	jie jue zhi dao
大刀阔斧	da dao kuo fu
都不知道	dou bu zhi dao
闷闷不乐	men men bu le
那一瞬间	na yi shun jian
行业龙头	hang ye long tou
像我这样	xiang wo zhe yang
瞬息万变	shun xi wan bian
行政长官	xing zheng zhang guan
风水宝地	feng shui bao di
数学模型	shu xue mo xing
进行斗争	jin xing dou zheng
不同种类	bu tong zhong lei
帽子戏法	mao zi xi fa
协调解决	xie tiao jie jue
重大新闻	zhong da xin wen
节省开支	jie sheng kai zhi
说实在的	shuo shi zai de
给人留下	gei ren liu xia
重建家园	chong jian jia yuan
从长远看	cong chang yuan kan
什么牌子	shen me pai zi
万众一心	wan zhong yi xin
著作权法	zhu zuo quan fa
不可逆转	bu ke ni zhuan
横向联合	heng xiang lian he
如此这般	ru ci zhe ban
石器时代	shi qi shi dai
无期徒刑	wu qi tu xing
不思进取	bu si jin qu
服务大局	fu wu da ju
纷至沓来	fen zhi ta lai
没日没夜	mei ri mei ye
大打出手	da da chu shou
规模宏大	gui mo hong da
继续前行	ji xu qian xing
齐头并进	qi tou bing jin
倾家荡产	qing jia dang chan
石破天惊	shi po tian jing
显著特点	xian zhu te dian
亚特兰大	ya te lan da
责无旁贷	ze wu bang dai
雷厉风行	lei li feng xing
单打独斗	dan da du dou
二话不说	er hua bu shuo
睁大眼睛	zheng da yan jing
薄利多销	bo li duo xiao
